intro_location,gender,age,education,occupation,marital_status,occupation_partner,hh_members_total,hh_member_rela_1,hh_educ_1,hh_occ_1,hh_age_1,hh_kids_1,hh_live_1,hh_member_rela_2,hh_educ_2,hh_occ_2,hh_age_2,hh_kids_2,hh_live_2,hh_member_rela_3,hh_educ_3,hh_occ_3,hh_age_3,hh_kids_3,hh_live_3,hh_member_rela_4,hh_educ_4,hh_occ_4,hh_age_4,hh_kids_4,hh_live_4,A15_5,A16_5,A17_5,hh_age_5,hh_kids_5,A20_5,A15_6,A16_6,A17_6,hh_age_6,hh_kids_6,hh_children,child_count,child1_educ,child1_occ,talked_to_yesterday,H2i1,H2i2,H2i3,H2i4,H2i5,H2i6,friends,family,clients,talk_to_most,paid_expenses,fund_I2_1,fund_I2i,paid_for_you,fund_I4_1,fund_I4i,chama,chama_freq,loan,fund_I7i,fund_I8_1,friend_loan,fund_I10_1,med_insurance,med_i_used,med_i_for,med_source_funds,fund_I15,need_source,sofa,chairs,bed,fund_I17_4,cellphone,mattress,own_savings,loan_relatives,gifts,loans_from_friends,gifts_from_friends,fund_I19_6,fund_I19_7,fund_I19_8,church,church_members,church_friends,church_loan,most_food,fav_hobbie,floor,USAIDJ3_1,showers,toilet,rooms,water_source,main_toilet,electricity,refrigerator,USAIDJ11,own_house,jiko_coal,iron,USAIDJ14,radio,radio_cassette,electric_gas_cooker,charcoal_iron,livestock,personal_daily_income,hh_daily_income,passed_away_5,passed_away_10,hh_chronic_illness5,hh_chronic_illness10,main_finance,second_finance,savings_account,interests,shares,collateral,guarantor,investment,inflation,pension,mortgage,nssf,nhif,adr,nairobi_se,deposit_protection_fund,credit_ref,policy_comp,finlitK4_8,crb_report,scam_invest,scam_invest12,scam_lost,FA_bank,FA_ins_comp,other_spec,fin_prov_trust1,fin_prov_trust2,high_interest,low_interest,old_worry,reg_aside_particular,reg_aside_unexpected,paln_allocate_money,live_today,trouble_money_last,finlitK26,loan_for_loan,live_minus_bank,finlitK29,finlitK30_1,mpesa_comfort,mshwari_account,mshwari_comfort,L3,L5,L7,mpesa,mshwari,duration,age40_49,age50_59,age60_69,age70_up,age_sum,educ_sum,relationship,total_educ,total_age_children,very_poor,not_very_poor,not_org_floor,piped_water,flush_toilet,home_elec,time_pref,urban,peri_urban,rural,bank,ag_land,network_comfort,sleeping,small_bus_owner,small_bus_partner,inf_sec_worker,casual_worker,hh_very_poor,pat_index2,pat_index3,random,insample,pat_index2_10,pat_index2_20,pat_index2_35,lpat_index2
Kibera,Female,49,Form 1,Not working,Single,,4,self/respondent,Form 1,Not working,49,Yes,Yes,own child,Standard 8,Not working,18,No,,own child,Standard 3,Not working,11,,,grandchild,Standard 3,Not working,10,,,,,,,,,,,,,,Yes,3,Form 4,Own a small business,2,6,7,,,,,1,1,0,cousin,Yes,other relative,5000,No,,,No,,,0,,,,No,,,"Harambee,NHIF",Get friends to help with donations,Yes,Cellphone,Sofa,Table,Clocks,"Other non-agricultural machines, tools or appliances for your home or business ",,Loan from friends,,,,,,,,Yes,5000,21,1,Ugali,Sewing,Cement,Paraffin stove,1,2,3,Public tap,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,1,Yes,Yes,No,Yes,No,300,300,No,Yes,No,Yes,You ,You ,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Credit Reference Bureau (CRB),,,,,No,No,,,Friends/Family,,,Bank,Microfinance,Bank,SACCO,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Building a house/Improving your house ,Watched television,5,Yes,1,1,0,1,1,0,350,1,,,,40-49,Secondary,0,33,88,0,0,1,0,0,1,0.5,1,0,0,0,0,6.5,0,0,0,0,0,0,0.61538464,0.625,0.87841564,1,0,0,0,0.4795731
Kibera,Female,40,Standard 8,Not working,"Monogamous couple (one man, one wife)",Own a small business,6,self/respondent,Standard 8,Not working,40,Yes,Yes,own child,Form 1,Not working,21,No,,own child,Standard 8,Not working,17,No,,oldest/only spouse,**Don't know,Own a small business,45,Yes,Yes,own child,Standard 8,Not working,15,,,own child,Standard 6,Not working,11,,No,,,,10,2,3,7,5,3,4,2,10,1,aunt/uncle,No,,,Yes,neigbour,20000,No,,,0,,,,No,,,Medical Insurance,Go to Media house for help,No,Cellphone,Sofa,Chairs,Table,"Radio, Tape or CD-Player",,Gift from friends,,,,,,,,Yes,50000,10,0,Ugali,Doing house work,Cement,Paraffin stove,2,2,2,Public tap,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,Yes,No,300,1000,Yes,Yes,No,No,You ,Spouse,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,Yes,No,,,Friends/Family,,,Bank,SACCO,SACCO,Mshwari/KCB M-PESA,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Putting food on the table,Attended social gathering/meeting,1,No,,1,0,1,0,1,266,1,,,,40-49,Primary,1,0,149,0,0,1,0,0,1,0.5,1,0,0,0,0,4.1999998,0,0,1,0,0,0,0.38461539,0.375,0.56406873,1,0,0,1,0.32542241
Kibera,Female,40,Standard 3,Not working,Single,,2,self/respondent,Standard 3,Not working,40,Yes,Yes,own child,Pre-school,Not working,3,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,30,7,7,5,6,5,5,3,0,0,neigbour,No,,,No,,,No,,,0,,,,No,,,Going to hospitals that do not charge for treatment,Going to free hospital one does not charge for treastment,No,"Other non-agricultural machines, tools or appliances for your home or business ",,,,Mattress,,Loan from friends,Gift from friends,,,,,,,Yes,200,0,0,Rice,Walking,Earth,Do not cook in the house,1,2,1,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,No,No,No,0,0,No,No,Yes,No,You ,You ,Savings account,Interest,Pension,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Policy Conpensation Fund (PCF),,,,No,No,,,Other (SPECIFY),,I do not seek financial advice,None,None,Bank,Hawala,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Educating yourself or your family,Attended social gathering/meeting,1,No,,1,0,0,0,1,190,1,,,,40-49,Primary,0,0,43,1,,0,0,0,1,1,1,0,0,0,0,2.6666667,0,0,0,0,0,1,0.15384616,0.125,0.42449489,1,1,1,1,0.14310084
Kikuyu,Male,65,Standard 8,Farmer,Widow/widower,,1,self/respondent,Standard 8,Farmer,65,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Standard 7,Carpenter,5,3,6,5,5,7,,2,3,1,Client,Yes,own child,0,Yes,son/daughter-in-law,10000,No,,,0,,,,Yes,No,,Harambee and medical insurance,Organizing a Harambee,Yes,Cellphone,Sofa,Chairs,Table,Livestock ,,Own savings,,,,,,,,Yes,800,10,5,Ugali and spinach,Meeting with friends,Cement,LPG,1,1,3,Protected dug well,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,Yes,No,Yes,No,Yes,300,300,Yes,Yes,No,No,You ,non-relatives,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Inflation,Pension,Mortgage,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,No,No,,,SACCO,,,SACCO,Bank,Bank,SACCO,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,7,No,,1,1,0,1,1,84,,,1,,60-69,Primary,0,53,65,0,0,1,0,0,1,0.5,0,0,1,0,0,5.1999998,0,0,0,0,0,0,0.53846157,0.5,0.93531334,1,0,0,0,0.43078294
Kikuyu,Female,50,Form 4,Farmer,"Monogamous couple (one man, one wife)",Government security officer,3,self/respondent,Form 4,Farmer,50,Yes,Yes,oldest/only spouse,Form 4,Social worker,53,Yes,Yes,own child,College 4,Accountant,23,No,,,,,,,,,,,,,,,,,,,No,,,,20,5,5,7,3,4,3,5,3,3,neigbour,No,,,No,,,Yes,1,No,0,,No,,No,,,Friends contribution,Raise the issue in the church to organize a fund raising ceremony,Yes,Sofa,Chairs,Table,Cupboard/Dressers,Bed,Mattress,Own savings,Merry-go-round (ROSCA),SACCO,,,,,,Yes,15,15,0,Githeri and Ugali,"Prayers,visiting friends and watching tv",Cement,LPG,1,1,3,Piped into dwelling,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,1,Yes,No,Yes,Yes,Yes,500,1000,Yes,Yes,Yes,Yes,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),,,,,,No,No,,,Don‰Ûªt know,,,ASCA/ROSCA/chama,Bank,Bank,SACCO,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Educating yourself or your family,Watched television,4,No,,1,1,1,0,1,65,,1,,,50-59,Secondary,1,0,126,0,0,1,1,0,1,0.60000002,0,0,1,0,0,2.7,0,0,0,0,0,0,0.76923078,0.625,0.69728351,1,0,0,0,0.57054484
Kikuyu,Female,58,Form 2,Not working,Widow/widower,,2,self/respondent,Form 2,Not working,58,Yes,Yes,own child,Standard 8,Artisan,33,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,12,4,7,5,7,7,5,2,3,0,nephew/niece,No,,,No,,,Yes,1,No,0,,No,,No,,,Harambee,Organize a harambee,Yes,Cellphone,Sofa,Chairs,Table,Bed,Mattress,Loan from friends,,,,,,,,Yes,33,33,2,Ugali na sukuma,Reading the Bible,Cement,LPG,1,1,1,Piped into dwelling,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,0,4000,No,No,No,Yes,You ,non-relatives,Savings account,Shares,Guarantor,Investment,Pension,Mortgage,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Don‰Ûªt know,,,Bank,SACCO,Don't know,Don't know,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,4,No,,1,0,0,0,1,79,,1,,,50-59,Secondary,0,0,91,1,,1,1,0,1,0.5,0,0,1,0,0,3.4166667,0,0,0,0,0,0,0.69230771,0.5,0.16477871,1,0,0,0,0.52609313
Kikuyu,Male,59,University 1,Accountant,"Monogamous couple (one man, one wife)",Retired,4,own child,Standard 6,Not working,12,,,own child,Standard 5,Not working,10,,,oldest/only spouse,Form 4,Own a small business,38,Yes,Yes,parent,University 1,Retired,59,Yes,Yes,,,,,,,,,,,,No,,,,45,7,6,5,1,3,1,10,6,12,oldest/only spouse,Yes,parent,5,No,,,No,,,0,,,,No,,,"Harambee, chama","Harambee,media radio station",No,Cellphone,Bicycle,,,Agricultural land,,Loan from relatives,,,,,,,,Yes,1000,25,5,Ugali,Reading newspaper,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,6,Tubewell/borehole with pump,Covered pit latrine,Do not have electricity,No,,Yes,Yes,No,,Yes,No,No,Yes,No,100,200,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Inflation,Pension,Mortgage,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Policy Conpensation Fund (PCF),,,,,No,Yes,No,No,Friends/Family,,,SACCO,Bank,Bank,SACCO,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Putting food on the table,Attended social gathering/meeting,6,No,,1,1,1,1,1,347,,1,,,50-59,College,1,0,119,1,,1,0,0,0,1,0,0,1,0,1,1.3777778,0,0,0,0,0,0,0.38461539,0.375,0.70371127,1,0,0,1,0.32542241
Kikuyu,Female,69,Form 3,Farmer,"Monogamous couple (one man, one wife)",Retired,4,oldest/only spouse,Standard 8,Retired,73,Yes,No,oldest/only spouse,University 3,Farmer,69,Yes,No,nephew/niece,University 1,Not working,23,No,,grandparent,Standard 6,Not working,14,,,,,,,,,,,,,,Yes,3,Form 4,Casual worker,5,5,7,7,7,7,,5,1,3,nephew/niece,Yes,son/daughter-in-law,5,Yes,oldest/only spouse,3,Yes,1,Yes,4,School expenses,Yes,Medical expenses/ emergency,Yes,No,,"Harambee, family and friends contributions",Harambee,Yes,Table,Wheel barrow,Super Drum,,Agricultural land,,Loan from friends,,,,,,,,Yes,500,10,3,Ugali,Reading,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,4,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",Yes,1,Yes,Yes,Yes,1,Yes,Yes,Yes,No,Yes,0,0,No,No,No,No,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),,,,,,No,Yes,No,Yes,Friends/Family,,,Mshwari/KCB M-PESA,Bank,Don't know,Don't know,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Supporting/participitating in your church or mosque or place of worship,Watched television,1,No,,1,0,0,0,1,219,,,1,,60-69,Secondary,1,39,179,1,,1,1,0,1,1,0,0,1,0,1,6.5999999,0,0,0,0,0,1,0.84615386,0.75,0.94665438,1,0,0,0,0.61310446
Kikuyu,Female,45,Standard 8,Own a small business,Single,,4,parent,Standard 8,Own a small business,45,Yes,Yes,parent,None,Farmer,78,Yes,Yes,own child,Form 3,Civil servant,24,Yes,Yes,own child,Form 3,Not working,17,No,,,,,,,,,,,,,No,,,,8,5,6,4,5,2,2,3,2,3,coworker,Yes,son/daughter-in-law,2,No,,,Yes,1,Yes,1,School expenses,Yes,School expenses,No,,,"Harambee, friends",Harambee,Yes,Sofa,Kerosene Stove,Bicycle,,Agricultural land,,Loan from friends,,,,,,,,Yes,300,5,3,Ugali,Prayers and counseling her children,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,4,Public tap,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,No,No,No,Yes,700,0,Yes,No,Yes,Yes,You ,Parents,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Pension,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Chama/ROSCA,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)","Informal moneylender (shop keeper, village elder who lends money)",Bank,"Informal moneylender (shop keeper, village elder who lends money)",Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Educating yourself or your family,Listened to radio,5,Yes,6,0,1,0,1,1,71,1,,,,40-49,Primary,0,0,164,0,0,1,0,0,1,0.5,0,0,1,0,1,3.625,0,1,0,0,0,1,0.46153846,0.25,0.40628648,1,0,0,0,0.37948963
Kikuyu,Female,65,Standard 4,Farmer,"Monogamous couple (one man, one wife)",Policeman,7,self/respondent,Standard 4,Farmer,65,Yes,Yes,own child,Form 4,Casual worker,51,Yes,Yes,own child,Form 4,Own a small business,32,Yes,Yes,grandchild,University 2,Mechanic,19,No,,grandchild,Standard 3,Not working,7,,,grandchild,Pre-school,Not working,3,,Yes,2,Form 4,Own a small business,10,7,7,7,7,7,7,10,10,5,own child,Yes,Other unrelated,5,No,,,Yes,2,Yes,3,School expenses,No,,No,,,Harambee,Harambee,Yes,Cellphone,Sofa,Chairs,Table,Mosquito Net,,Merry-go-round (ROSCA),,,,,,,,Yes,3000,30,5,"Ugali,sukuma,cabbage",Resting,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,1,5,Piped into dwelling,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,Yes,No,No,Yes,70,500,Yes,Yes,No,No,You ,Chidren,Shares,Guarantor,Pension,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Church or mosque,,,SACCO,None,Don't know,Don't know,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Supporting/participitating in your church or mosque or place of worship,Watched television,1,No,,0,0,0,0,1,125,,,1,,60-69,Primary,1,26,190,1,,1,1,0,1,0.5,0,0,1,0,0,7,0,0,0,0,0,0,0.61538464,0.375,0.59896773,1,0,0,0,0.4795731
Kikuyu,Male,48,Form 4,Farmer,Separated or Divorced,,4,self/respondent,Form 4,Farmer,48,Yes,Yes,own child,Form 4,Accountant,23,No,,own child,Form 4,Not working,18,No,,own child,Form 4,Government security officer,27,Yes,No,other spouse,Standard 3,Casual worker,12,,,,,,,,No,,,,10,7,3,7,3,7,6,7,3,0,own child,Yes,parent,3,Yes,Other unrelated,20,No,,,0,,,,No,,,Harambee,Register with a health insurance company,Yes,Cellphone,Sofa,Chairs,Table,Mosquito Net,,Own savings,,,,,,,,Yes,150,150,5,Ugali and sukuma,Reading,Tiles,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,3,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",Yes,1,Yes,Yes,Yes,1,No,Yes,Yes,No,Yes,100,500,No,No,No,No,You ,other relatives,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,Yes,Yes,No,No,Friends/Family,,,Bank,SACCO,Bank,SACCO,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,7,No,,1,0,1,1,1,67,1,,,,40-49,Secondary,0,0,128,1,,1,1,0,1,1,0,0,1,0,0,5.5999999,0,0,0,0,0,0,0.76923078,0.625,0.049044494,1,0,0,0,0.57054484
Kikuyu,Female,47,Standard 4,Own a small business,Single,,3,self/respondent,Standard 4,Own a small business,47,Yes,Yes,own child,University 4,Don't know,27,No,,nephew/niece,Standard 3,Not working,7,,,,,,,,,,,,,,,,,,,,No,,,,4,7,6,6,5,,,4,0,1,neigbour,Yes,neigbour,5,No,,,No,,,0,,,,No,,,"Harambee, insurance",Harambee,Yes,Cellphone,Sofa,Chairs,Table,Mosquito Net,,Loan from relatives,Loan from friends,Bank loan,,,,,,Yes,100,5,2,Ugali and sukuma,Reading Bible n gazette,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,1,1,Piped into plot/yard,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,No,No,Yes,No,Yes,100,300,No,No,No,No,You ,other relatives,Savings account,Shares,Guarantor,Investment,Pension,Mortgage,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),,,,,No,Yes,No,No,Self,,,Bank,Microfinance,Don't know,Don't know,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Supporting/participitating in your church or mosque or place of worship,Watched television,7,No,,1,1,1,1,1,71,1,,,,40-49,Primary,0,0,81,1,,1,1,0,1,0.5,0,0,1,0,0,6,0,1,0,0,0,0,0.53846157,0.375,0.53199208,1,0,0,0,0.43078294
Kitengela,Female,48,Form 4,Own a small business,Widow/widower,,5,self/respondent,Form 4,Own a small business,48,Yes,Yes,own child,Form 4,Not working,27,No,,own child,Form 4,Not working,19,No,,own child,Standard 7,Not working,14,,,own child,Standard 2,Not working,9,,,,,,,,Yes,1,College 1,Not working,10,7,5,2,6,6,5,8,2,0,own child,Yes,oldest/only spouse,10,No,,,Yes,1,Yes,1,School expenses,Yes,School expenses,Yes,Yes,asthma,"Fundraising, taking loans from chamas, sale of assets","Organize harambee, sell assets",Yes,Sofa,Chairs,Table,Clocks,Cellphone,Mattress,Own savings,Loan from friends,Merry-go-round (ROSCA),SACCO,,,,,Yes,5000,50,20,Maize meal (ugali),Does not have free time,Cement,Paraffin stove,0,0,1,Tankers- Truck/Vendor,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,No,No,No,200,200,Yes,Yes,Yes,Yes,You ,Chidren,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),,,,No,No,,,Church or mosque,,,ASCA/ROSCA/chama,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Shylock,Don't know,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Putting food on the table,Listened to radio,6,No,,1,1,1,1,1,94,1,,,,40-49,Secondary,0,16,117,0,1,1,,0,1,1,0,1,0,0,0,5.0999999,0,1,0,0,0,0,0.23076923,0.125,0.009142234,1,0,1,1,0.20763937
Kitengela,Male,49,Standard 8,Own a small business,"Monogamous couple (one man, one wife)",Own a small business,10,self/respondent,Standard 8,Own a small business,49,Yes,Yes,oldest/only spouse,Form 2,Own a small business,37,Yes,Yes,own child,Form 4,Not working,23,Yes,Yes,own child,Form 4,Not working,21,No,,own child,Form 1,Not working,16,,,own child,Standard 8,Not working,13,,No,,,,4,1,3,4,2,,,4,0,0,neigbour,No,,,No,,,Yes,4,No,0,,No,,No,,,Sale of assets,"Medical insurance, sale of assets.",Yes,Sofa,Chairs,Table,Clocks,Cellphone,,Merry-go-round (ROSCA),,,,,,,,Yes,400,50,10,Rice,Sleeping,Cement,Lignite / Coal or Charcoal,0,0,2,Piped into plot/yard,Flush toilet,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,Yes,No,No,300,500,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,Yes,Yes,Yes,No,Television,,,Bank,"Informal moneylender (shop keeper, village elder who lends money)",Microfinance,Bank,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,7,Yes,7,1,1,0,1,1,89,1,,,,40-49,Primary,1,0,178,0,0,1,1,1,1,0.89999998,0,1,0,0,0,2.5,1,1,1,0,0,0,0.46153846,0.375,0.72928095,1,0,0,0,0.37948963
Kitengela,Male,53,Standard 7,Carpenter,"Monogamous couple (one man, one wife)",Own a small business,6,self/respondent,Standard 7,Carpenter,53,Yes,Yes,oldest/only spouse,Standard 7,Own a small business,34,Yes,Yes,own child,Form 2,Not working,17,No,,own child,Form 1,Not working,15,,,own child,Pre-school,Not working,3,,,other relative,Form 1,Not working,18,No,No,,,,10,4,4,7,7,5,6,8,2,0,oldest/only spouse,Yes,Other unrelated,1,No,,,Yes,1,No,0,,No,,No,,,"Harambee, medical insurance",Harambee,Yes,Sofa,Chairs,Table,Clocks,Cellphone,,Own savings,Loan from relatives,Gift from relatives,Loan from friends,Gift from friends,,,,Yes,300,300,3,Sukuma wiki and Ugali,Attend church gathering,Cement,Paraffin stove,0,0,2,Piped into plot/yard,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,No,300,500,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Inflation,Pension,Mortgage,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,,,No,No,,,Bank,Church or mosque,,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Microfinance,Bank,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Putting food on the table,Watched television,7,Yes,4,1,0,1,1,0,72,,1,,,50-59,Primary,1,0,140,0,0,1,1,0,1,0.5,0,1,0,1,0,5.1999998,0,0,1,0,0,0,0.38461539,0.25,0.050288126,1,0,0,1,0.32542241
Kitengela,Female,59,Form 4,Retired,Widow/widower,,4,self/respondent,Form 4,Retired,59,Yes,No,own child,Standard 8,Driver,36,Yes,Yes,son/daughter-in-law,Form 4,Own a small business,29,Yes,Yes,grandchild,None,Don't know,1,,,,,,,,,,,,,,No,,,,2,3,5,,,,,0,2,0,own child,Yes,step-child,1,No,,,Yes,1,No,0,,No,,No,,,"Loan, harambee",Harambee,Yes,Agricultural land,,,,Livestock ,,Gift from relatives,Loan from friends,,,,,,,Yes,250,5,2,Ugali and traditional vegetables,4,Cement,Lignite / Coal or Charcoal,0,0,0,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,Yes,No,No,300,700,Yes,Yes,No,No,Chidren,Chidren,Savings account,Interest,Shares,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),,,,,,No,No,,,Bank,,,None,Bank,SACCO,Don't know,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Putting food on the table,Watched television,3,No,,1,0,1,0,1,59,,1,,,50-59,Secondary,0,0,125,0,0,1,1,0,1,0.80000001,0,1,0,1,0,4,0,0,0,0,0,0,0.38461539,0.25,0.3177225,1,0,0,1,0.32542241
Kitengela,Female,56,None,Own a small business,Widow/widower,,2,self/respondent,None,Own a small business,56,Yes,No,nephew/niece,Form 4,Work in a store,21,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,1,5,,,,,,1,0,5,neigbour,Yes,own child,1,Yes,sibling,1,No,,,0,,,,No,,,Harambee,"Harambee, loan",No,Bed,Television,,,Agricultural land,Livestock ,Gift from relatives,Loan from friends,,,,,,,Yes,1500,2,0,Ugali and traditional vegetable,Doing house chores,Cement,Lignite / Coal or Charcoal,0,0,0,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,No,No,No,300,300,Yes,Yes,Yes,Yes,You ,You ,Savings account,Interest,Shares,Guarantor,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,Yes,Yes,Yes,Don‰Ûªt know,,,None,None,Don't know,Don't know,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Putting food on the table,Gone to work,4,Yes,4,0,1,0,0,0,94,,1,,,50-59,None,0,0,77,0,0,1,1,0,1,1,0,1,0,0,1,5,0,1,0,0,0,0,0.30769232,0.125,0.069870025,1,0,0,1,0.268264
